sample_id,source_file,case_id,group_name,intent_class,method,target,payload_or_query,interpretation,attack_family,expected_code,expected_meaning,observed_off,observed_on,response_code_transition,current_assessment
335,public-search-location-mixed-50.csv,public_search_035,Public Search Location,ambiguous,GET,/api/public/announcements?keyword=cmd.exe%20%EB%AC%B8%EC%9E%90%EC%97%B4%20%EA%B5%90%EC%9C%A1&sort=latest&page=0&size=6,,공개 검색에서 보안 관련 용어를 문맥적으로 조회하거나 경로를 가볍게 변형한 요청이다.,command_injection,200,public_read_or_contextual_search_should_return_200,400,400,400 -> 400,needs_review
336,public-search-location-mixed-50.csv,public_search_036,Public Search Location,ambiguous,GET,/api/public/announcements?keyword=powershell%20-enc%20%EC%98%88%EC%8B%9C&sort=title&page=1&size=5,,공개 검색에서 보안 관련 용어를 문맥적으로 조회하거나 경로를 가볍게 변형한 요청이다.,command_injection,200,public_read_or_contextual_search_should_return_200,403,400,403 -> 400,partial_change_needs_review
337,public-search-location-mixed-50.csv,public_search_037,Public Search Location,ambiguous,GET,/api/public/announcements?keyword=alert%20tcp%20%EB%A3%B0&sort=latest&page=0&size=6,,공개 읽기 경로에 슬래시/대소문자 변형을 적용한 요청이다.,route_typo,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
338,public-search-location-mixed-50.csv,public_search_038,Public Search Location,ambiguous,GET,/api/public/announcements?keyword=XSS%20payload%20%EB%B6%84%EC%84%9D&sort=title&page=0&size=5,,공개 검색에서 보안 관련 용어를 문맥적으로 조회하거나 경로를 가볍게 변형한 요청이다.,xss,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
339,public-search-location-mixed-50.csv,public_search_039,Public Search Location,ambiguous,GET,/api/public/announcements?keyword=drop%20table%20%EA%B8%88%EC%A7%80&sort=latest&page=1&size=6,,공개 검색에서 보안 관련 용어를 문맥적으로 조회하거나 경로를 가볍게 변형한 요청이다.,sqli,400,explicit_attack_query_should_be_rejected,200,200,200 -> 200,missed_detection
340,public-search-location-mixed-50.csv,public_search_040,Public Search Location,ambiguous,GET,/api/public/announcements?keyword=whoami%20%EA%B2%B0%EA%B3%BC%20%EC%84%A4%EB%AA%85&sort=title&page=0&size=5,,공개 검색에서 보안 관련 용어를 문맥적으로 조회하거나 경로를 가볍게 변형한 요청이다.,command_injection,200,public_read_or_contextual_search_should_return_200,403,200,403 -> 200,resolved_after_tuning
341,public-search-location-mixed-50.csv,public_search_041,Public Search Location,ambiguous,GET,/api/public/announcements?keyword=LFI%20%EA%B2%BD%EB%A1%9C%20%EC%82%AC%EB%A1%80&sort=latest&page=0&size=6,,공개 검색에서 보안 관련 용어를 문맥적으로 조회하거나 경로를 가볍게 변형한 요청이다.,path_traversal,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
342,public-search-location-mixed-50.csv,public_search_042,Public Search Location,ambiguous,GET,/api/public/announcements?keyword=WAF%20%EA%B3%BC%ED%83%90%20%EB%A9%94%EB%AA%A8&sort=title&page=1&size=5,,공개 읽기 경로에 슬래시/대소문자 변형을 적용한 요청이다.,route_typo,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
343,public-search-location-mixed-50.csv,public_search_043,Public Search Location,ambiguous,GET,/api/public/announcements/,,공개 검색에서 보안 관련 용어를 문맥적으로 조회하거나 경로를 가볍게 변형한 요청이다.,normal_business_request,404,malformed_public_path_should_return_404,404,404,404 -> 404,as_designed
344,public-search-location-mixed-50.csv,public_search_044,Public Search Location,ambiguous,GET,/api/public/announcements//,,공개 읽기 경로에 슬래시/대소문자 변형을 적용한 요청이다.,route_typo,404,malformed_public_path_should_return_404,404,404,404 -> 404,as_designed
345,public-search-location-mixed-50.csv,public_search_045,Public Search Location,ambiguous,GET,/api//public/announcements,,공개 읽기 경로에 슬래시/대소문자 변형을 적용한 요청이다.,route_typo,404,malformed_public_path_should_return_404,200,200,200 -> 200,needs_review
346,public-search-location-mixed-50.csv,public_search_046,Public Search Location,ambiguous,GET,/api/public/academic-events/,,공개 검색에서 보안 관련 용어를 문맥적으로 조회하거나 경로를 가볍게 변형한 요청이다.,normal_business_request,404,malformed_public_path_should_return_404,404,404,404 -> 404,as_designed
347,public-search-location-mixed-50.csv,public_search_047,Public Search Location,ambiguous,GET,/API/public/academic-events,,공개 검색에서 보안 관련 용어를 문맥적으로 조회하거나 경로를 가볍게 변형한 요청이다.,normal_business_request,200,public_events_list_should_return_200,404,404,404 -> 404,needs_policy_review
348,public-search-location-mixed-50.csv,public_search_048,Public Search Location,ambiguous,GET,/api/public/announcements?keyword=query%20string%20%EC%84%A4%EB%AA%85&sort=latest&page=0&size=5,,공개 읽기 경로에 슬래시/대소문자 변형을 적용한 요청이다.,route_typo,200,public_read_or_contextual_search_should_return_200,200,200,200 -> 200,as_designed
349,public-search-location-mixed-50.csv,public_search_049,Public Search Location,attack,GET,/api/public/announcements?keyword=%3Cscript%3Ealert%281%29%3C%2Fscript%3E&sort=latest&page=0&size=5,,공개 검색 파라미터에 명확한 공격 문자열을 넣어 차단 여부를 확인하는 요청이다.,xss,400,explicit_attack_query_should_be_rejected,403,400,403 -> 400,resolved_after_tuning
350,public-search-location-mixed-50.csv,public_search_050,Public Search Location,attack,GET,/api/public/announcements?keyword=..%252Fadmin&sort=latest&page=0&size=5,,공개 검색 파라미터에 명확한 공격 문자열을 넣어 차단 여부를 확인하는 요청이다.,normal_business_request,400,explicit_attack_query_should_be_rejected,403,200,403 -> 200,missed_detection
351,auth-search-location-mixed-50.csv,auth_search_001,Auth Search Location,normal,GET,/api/board/posts?keyword=%EC%9E%A5%ED%95%99%EA%B8%88&sort=latest&page=1&size=6,,학생 또는 권한 보유 사용자가 게시판 읽기 기능을 사용하는 정상 요청이다.,normal_business_request,200,student_board_search_should_return_200,200,200,200 -> 200,as_designed
352,auth-search-location-mixed-50.csv,auth_search_002,Auth Search Location,normal,GET,/api/board/posts?keyword=%EC%88%98%EA%B0%95%EC%8B%A0%EC%B2%AD&sort=title&page=0&size=7,,학생 또는 권한 보유 사용자가 게시판 읽기 기능을 사용하는 정상 요청이다.,normal_business_request,200,student_board_search_should_return_200,200,200,200 -> 200,as_designed
353,auth-search-location-mixed-50.csv,auth_search_003,Auth Search Location,normal,GET,/api/board/posts?keyword=%EA%B8%B0%EC%88%99%EC%82%AC&sort=latest&page=1&size=5,,학생 또는 권한 보유 사용자가 게시판 읽기 기능을 사용하는 정상 요청이다.,normal_business_request,200,student_board_search_should_return_200,200,200,200 -> 200,as_designed
354,auth-search-location-mixed-50.csv,auth_search_004,Auth Search Location,normal,GET,/api/board/posts?keyword=%EB%8F%84%EC%84%9C%EA%B4%80&sort=title&page=0&size=6,,학생 또는 권한 보유 사용자가 게시판 읽기 기능을 사용하는 정상 요청이다.,normal_business_request,200,student_board_search_should_return_200,200,200,200 -> 200,as_designed
355,auth-search-location-mixed-50.csv,auth_search_005,Auth Search Location,normal,GET,/api/board/posts?keyword=%EC%84%B8%EB%AF%B8%EB%82%98&sort=latest&page=1&size=7,,학생 또는 권한 보유 사용자가 게시판 읽기 기능을 사용하는 정상 요청이다.,normal_business_request,200,student_board_search_should_return_200,200,200,200 -> 200,as_designed
356,auth-search-location-mixed-50.csv,auth_search_006,Auth Search Location,normal,GET,/api/board/posts?keyword=%EC%A1%B8%EC%97%85%20%EC%9A%94%EA%B1%B4&sort=title&page=0&size=5,,학생 또는 권한 보유 사용자가 게시판 읽기 기능을 사용하는 정상 요청이다.,route_typo,200,student_board_search_should_return_200,200,200,200 -> 200,as_designed
357,auth-search-location-mixed-50.csv,auth_search_007,Auth Search Location,normal,GET,/api/board/posts?keyword=%EA%B5%90%ED%99%98%ED%95%99%EC%83%9D&sort=latest&page=1&size=6,,학생 또는 권한 보유 사용자가 게시판 읽기 기능을 사용하는 정상 요청이다.,normal_business_request,200,student_board_search_should_return_200,200,200,200 -> 200,as_designed
358,auth-search-location-mixed-50.csv,auth_search_008,Auth Search Location,normal,GET,/api/board/posts?keyword=%EC%BA%A1%EC%8A%A4%ED%86%A4&sort=title&page=0&size=7,,학생 또는 권한 보유 사용자가 게시판 읽기 기능을 사용하는 정상 요청이다.,normal_business_request,200,student_board_search_should_return_200,200,200,200 -> 200,as_designed
359,auth-search-location-mixed-50.csv,auth_search_009,Auth Search Location,normal,GET,/api/board/posts?keyword=%EB%A9%98%ED%86%A0%EB%A7%81&sort=latest&page=1&size=5,,학생 또는 권한 보유 사용자가 게시판 읽기 기능을 사용하는 정상 요청이다.,normal_business_request,200,student_board_search_should_return_200,200,200,200 -> 200,as_designed
360,auth-search-location-mixed-50.csv,auth_search_010,Auth Search Location,normal,GET,/api/board/posts?keyword=%EB%8F%99%EC%95%84%EB%A6%AC&sort=title&page=0&size=6,,학생 또는 권한 보유 사용자가 게시판 읽기 기능을 사용하는 정상 요청이다.,normal_business_request,200,student_board_search_should_return_200,200,200,200 -> 200,as_designed
361,auth-search-location-mixed-50.csv,auth_search_011,Auth Search Location,normal,GET,/api/board/posts/1,,학생 또는 권한 보유 사용자가 게시판 읽기 기능을 사용하는 정상 요청이다.,normal_business_request,200,existing_board_post_detail_should_return_200,200,200,200 -> 200,as_designed
362,auth-search-location-mixed-50.csv,auth_search_012,Auth Search Location,normal,GET,/api/board/posts/2,,학생 또는 권한 보유 사용자가 게시판 읽기 기능을 사용하는 정상 요청이다.,normal_business_request,200,existing_board_post_detail_should_return_200,200,200,200 -> 200,as_designed
363,auth-search-location-mixed-50.csv,auth_search_013,Auth Search Location,normal,GET,/api/lms/courses/my,,인증 후 LMS 또는 프로필 읽기 기능을 사용하는 요청이다.,normal_business_request,200,authenticated_lms_read_should_return_200,200,200,200 -> 200,as_designed
364,auth-search-location-mixed-50.csv,auth_search_014,Auth Search Location,normal,GET,/api/lms/courses/1/assignments,,인증 후 LMS 또는 프로필 읽기 기능을 사용하는 요청이다.,normal_business_request,200,authenticated_lms_read_should_return_200,200,200,200 -> 200,as_designed
365,auth-search-location-mixed-50.csv,auth_search_015,Auth Search Location,normal,GET,/api/lms/assignments/1,,인증 후 LMS 또는 프로필 읽기 기능을 사용하는 요청이다.,normal_business_request,200,authenticated_lms_read_should_return_200,200,200,200 -> 200,as_designed
366,auth-search-location-mixed-50.csv,auth_search_016,Auth Search Location,normal,GET,/api/auth/me,,인증 후 LMS 또는 프로필 읽기 기능을 사용하는 요청이다.,normal_business_request,200,authenticated_profile_endpoint_should_return_200,200,200,200 -> 200,as_designed
367,auth-search-location-mixed-50.csv,auth_search_017,Auth Search Location,normal,GET,/api/lms/courses/5/assignments,,인증 후 LMS 또는 프로필 읽기 기능을 사용하는 요청이다.,normal_business_request,404,nonexistent_lms_resource_should_return_404,200,200,200 -> 200,needs_review
368,auth-search-location-mixed-50.csv,auth_search_018,Auth Search Location,normal,GET,/api/lms/assignments/5,,인증 후 LMS 또는 프로필 읽기 기능을 사용하는 요청이다.,normal_business_request,404,nonexistent_lms_resource_should_return_404,403,403,403 -> 403,needs_review
369,auth-search-location-mixed-50.csv,auth_search_019,Auth Search Location,normal,GET,/api/lms/courses/my,,인증 후 LMS 또는 프로필 읽기 기능을 사용하는 요청이다.,normal_business_request,200,authenticated_lms_read_should_return_200,200,200,200 -> 200,as_designed
370,auth-search-location-mixed-50.csv,auth_search_020,Auth Search Location,normal,GET,/api/lms/courses/1/assignments,,인증 후 LMS 또는 프로필 읽기 기능을 사용하는 요청이다.,normal_business_request,200,authenticated_lms_read_should_return_200,200,200,200 -> 200,as_designed
371,auth-search-location-mixed-50.csv,auth_search_021,Auth Search Location,normal,GET,/api/lms/assignments/1,,인증 후 LMS 또는 프로필 읽기 기능을 사용하는 요청이다.,normal_business_request,200,authenticated_lms_read_should_return_200,200,200,200 -> 200,as_designed
372,auth-search-location-mixed-50.csv,auth_search_022,Auth Search Location,normal,GET,/api/lms/courses/5/assignments,,인증 후 LMS 또는 프로필 읽기 기능을 사용하는 요청이다.,normal_business_request,404,nonexistent_lms_resource_should_return_404,200,200,200 -> 200,needs_review
373,auth-search-location-mixed-50.csv,auth_search_023,Auth Search Location,normal,GET,/api/lms/assignments/5,,인증 후 LMS 또는 프로필 읽기 기능을 사용하는 요청이다.,normal_business_request,404,nonexistent_lms_resource_should_return_404,200,200,200 -> 200,needs_review
374,auth-search-location-mixed-50.csv,auth_search_024,Auth Search Location,normal,GET,/api/auth/me,,인증 후 LMS 또는 프로필 읽기 기능을 사용하는 요청이다.,normal_business_request,200,authenticated_profile_endpoint_should_return_200,200,200,200 -> 200,as_designed
375,auth-search-location-mixed-50.csv,auth_search_025,Auth Search Location,normal,GET,/api/lms/admin/users,,인증 후 관리자 전용 LMS 읽기 엔드포인트를 외부망 관점에서 조회하는 요청이다.,normal_business_request,403,admin_network_protected_endpoint_should_return_403_from_external,403,403,403 -> 403,as_designed
376,auth-search-location-mixed-50.csv,auth_search_026,Auth Search Location,normal,GET,/api/lms/admin/courses,,인증 후 관리자 전용 LMS 읽기 엔드포인트를 외부망 관점에서 조회하는 요청이다.,normal_business_request,403,admin_network_protected_endpoint_should_return_403_from_external,403,403,403 -> 403,as_designed
377,auth-search-location-mixed-50.csv,auth_search_027,Auth Search Location,normal,GET,/api/lms/admin/enrollments,,인증 후 관리자 전용 LMS 읽기 엔드포인트를 외부망 관점에서 조회하는 요청이다.,normal_business_request,403,admin_network_protected_endpoint_should_return_403_from_external,403,403,403 -> 403,as_designed
378,auth-search-location-mixed-50.csv,auth_search_028,Auth Search Location,normal,GET,/api/lms/admin/students/overviews,,인증 후 관리자 전용 LMS 읽기 엔드포인트를 외부망 관점에서 조회하는 요청이다.,normal_business_request,403,admin_network_protected_endpoint_should_return_403_from_external,403,403,403 -> 403,as_designed
379,auth-search-location-mixed-50.csv,auth_search_029,Auth Search Location,normal,GET,/api/auth/me,,인증 후 LMS 또는 프로필 읽기 기능을 사용하는 요청이다.,normal_business_request,200,authenticated_profile_endpoint_should_return_200,200,200,200 -> 200,as_designed
